,,VENTAS DIARIAS ,,,,,,,INTERACCIONES POR REDES ,,,,,,,,,,
FECHA,CANT/MONTO,WHATSAPP ,INSTAGRAM,FACEBOOK ,WEB ,TIENDA,TOTAL ,,,,WHATSAPP,INTAGRAM ,FACEBOOK ,,,,WHATSAPP,INTAGRAM ,FACEBOOK 
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.912,10","S/.1.009,90","S/.1.922,00",,,MONTO TOTAL,"S/.194,70","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00"
21/05/2025,CANTIDAD ,0,0,0,5,11,16,,11-may,CANT. CONTACTOS ,8,2,0,,27-may,CANT. CONTACTOS ,12,0,0
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.560,90","S/.2.599,60","S/.3.160,50",,,CANT. VENTAS ,0,0,0,,,CANT. VENTAS ,0,0,0
22/05/2025,CANTIDAD ,0,1,0,0,4,5,,,TASA DE VENTA ,0%,0%,0%,,,TASA DE VENTA ,0%,0%,0%
,MONTO ,"S/.0,00","S/.224,00","S/.0,00","S/.0,00","S/.431,30","S/.655,30",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00"
23/05/2025,CANTIDAD ,0,0,0,3,8,11,,12-may,CANT. CONTACTOS ,9,3,0,,28-may,CANT. CONTACTOS ,16,2,0
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.4.104,40","S/.1.572,70","S/.5.677,10",,,CANT. VENTAS ,1,0,0,,,CANT. VENTAS ,1,0,0
24/05/2025,CANTIDAD ,0,0,0,0,16,16,,,TASA DE VENTA ,,0%,0%,,,TASA DE VENTA ,,0%,0%
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.3.469,80","S/.3.469,80",,,MONTO TOTAL,"S/.129,50","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.70,90","S/.0,00","S/.0,00"
25/05/2025,CANTIDAD ,0,0,0,2,6,8,,13-may,CANT. CONTACTOS ,5,2,0,,29-may,CANT. CONTACTOS ,13,1,2
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.829,70","S/.4.454,39","S/.5.284,09",,,CANT. VENTAS ,0,0,0,,,CANT. VENTAS ,0,0,0
26/05/2025,CANTIDAD ,0,0,0,0,9,9,,,TASA DE VENTA ,"0,00%",0%,0%,,,TASA DE VENTA ,0%,0%,0%
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.2.094,10","S/.2.094,10",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00"
27/05/2025,CANTIDAD ,0,0,0,2,8,10,,14-may,CANT. CONTACTOS ,7,2,0,,30-may,CANT. CONTACTOS ,18,2,1
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.617,80","S/.2.548,60","S/.3.166,40",,,CANT. VENTAS ,0,1,0,,,CANT. VENTAS ,0,0,0
28/05/2025,CANTIDAD ,1,0,0,0,6,7,,,TASA DE VENTA ,"0,00%",,0%,,,TASA DE VENTA ,"0,00%",0%,0%
,MONTO ,"S/.70,90","S/.0,00","S/.0,00","S/.0,00","S/.1.369,00","S/.1.439,90",,,MONTO TOTAL,"S/.0,00","S/.218,00","S/.0,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00"
29/05/2025,CANTIDAD ,0,0,0,0,5,5,,15-may,CANT. CONTACTOS ,7,1,0,,31-may,CANT. CONTACTOS ,6,2,0
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.0,00","S/.1.377,30","S/.1.377,30",,,CANT. VENTAS ,2,0,0,,,CANT. VENTAS ,0,0,0
30/05/2025,CANTIDAD ,0,0,0,4,7,11,,,TASA DE VENTA ,,0%,0%,,,TASA DE VENTA ,"0,00%",0%,0%
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.892,60","S/.1.185,40","S/.2.078,00",,,MONTO TOTAL,"S/.272,20","S/.0,00","S/.0,00",,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00"
31/05/2025,CANTIDAD ,0,0,0,2,11,13,,16-may,CANT. CONTACTOS ,11,0,1,,,,,,
,MONTO ,"S/.0,00","S/.0,00","S/.0,00","S/.516,40","S/.2.701,80","S/.3.218,20",,,CANT. VENTAS ,0,0,0,,,,,,
,,,,,,,,,,TASA DE VENTA ,"0,00%",0,0%,,,,,,
,,,,,,,,,,MONTO TOTAL,"S/.0,00","S/.0,00","S/.0,00",,,,,,
